datetime,order_book_id,symbol,side,position_effect,last_quantity,last_price,transaction_cost
2017-04-05 15:00:00,002321.XSHE,华英农业,SELL,,200,10.08,7.02
2017-04-05 15:00:00,OI1705,OI1705,BUY,CLOSE,1,6056,2.5
2017-04-05 15:00:00,FG1705,FG1705,BUY,CLOSE,1,1299,3
2017-04-05 15:00:00,002447.XSHE,壹桥股份,SELL,,200,10.51,7.1
2017-04-05 15:00:00,P1708,P1708,BUY,CLOSE,1,5490,2.5
2017-04-05 15:00:00,600354.XSHG,敦煌种业,SELL,,400,7.95,8.18
2017-04-05 15:00:00,M1707,--,BUY,CLOSE,1,2776,1.5
2017-04-05 15:00:00,600540.XSHG,新赛股份,SELL,,200,9.09,6.82
2017-04-05 15:00:00,WH1705,WH1705,BUY,CLOSE,1,3222,2.5
2017-04-05 15:00:00,002234.XSHE,民和股份,SELL,,600,17.46,18.86
2017-04-05 15:00:00,CF1801,CF1801,BUY,CLOSE,1,15765,4.3
2017-04-05 15:00:00,000735.XSHE,罗牛山,SELL,,1300,7.03,16.45
2017-04-05 15:00:00,300189.XSHE,神农基因,SELL,,1200,4.77,10.72
2017-04-05 15:00:00,RM1801,RM1801,BUY,CLOSE,1,2198,1.5
2017-04-05 15:00:00,300313.XSHE,天山生物,SELL,,300,19.97,10.99
2017-04-05 15:00:00,P1801,P1801,BUY,CLOSE,1,5316,2.5
2017-04-05 15:00:00,Y1801,Y1801,BUY,CLOSE,1,6202,2.5
2017-04-05 15:00:00,M1711,--,BUY,CLOSE,1,2783,1.5
2017-04-05 15:00:00,OI1709,OI1709,BUY,CLOSE,1,6366,2.5
2017-04-05 15:00:00,002041.XSHE,登海种业,SELL,,200,15.3,8.06
2017-04-05 15:00:00,OI1801,OI1801,BUY,CLOSE,1,6554,2.5
2017-04-05 15:00:00,A1709,A1709,BUY,CLOSE,1,3802,2
2017-04-05 15:00:00,CF1705,CF1705,BUY,CLOSE,1,14910,4.3
2017-04-05 15:00:00,A1805,A1805,BUY,CLOSE,1,3962,2
2017-04-05 15:00:00,Y1709,Y1709,BUY,CLOSE,1,6040,2.5
2017-04-05 15:00:00,A1707,A1707,BUY,CLOSE,1,3781,2
2017-04-05 15:00:00,Y1705,Y1705,BUY,CLOSE,1,5934,2.5
2017-04-05 15:00:00,000713.XSHE,丰乐种业,SELL,,500,10.38,10.19
2017-04-05 15:00:00,CF1707,CF1707,BUY,CLOSE,1,15115,4.3
2017-04-05 15:00:00,600257.XSHG,大湖股份,SELL,,1700,9.39,28.73
2017-04-05 15:00:00,JD1706,JD1706,BUY,CLOSE,1,3117,4.68
2017-04-05 15:00:00,600965.XSHG,福成股份,SELL,,200,14.03,7.81
2017-04-05 15:00:00,MA1801,MA1801,SELL,OPEN,1,2608,1.4
2017-04-05 15:00:00,300498.XSHE,温氏股份,BUY,,100,33.17,5
2017-04-05 15:00:00,MA1709,MA1709,SELL,OPEN,1,2634,1.4
2017-04-05 15:00:00,P1705,P1705,SELL,OPEN,1,5772,2.5
2017-04-05 15:00:00,600313.XSHG,农发种业,BUY,,800,6.05,5
2017-04-05 15:00:00,600467.XSHG,好当家,BUY,,400,4.15,5
2017-04-05 15:00:00,600975.XSHG,新五丰,BUY,,200,8.38,5
2017-04-06 15:00:00,MA1801,MA1801,BUY,CLOSE,1,2611,1.4
2017-04-06 15:00:00,FG1705,FG1705,BUY,CLOSE,1,1303,3
2017-04-06 15:00:00,P1709,P1709,BUY,CLOSE,1,5416,2.5
2017-04-06 15:00:00,MA1710,MA1710,BUY,CLOSE,1,2621,1.4
2017-04-06 15:00:00,MA1709,MA1709,BUY,CLOSE,1,2639,1.4
2017-04-06 15:00:00,P1705,P1705,BUY,CLOSE,1,5788,2.5
2017-04-06 15:00:00,002234.XSHE,民和股份,SELL,,200,18.13,8.63
2017-04-06 15:00:00,600313.XSHG,农发种业,SELL,,800,6.06,9.85
2017-04-06 15:00:00,300189.XSHE,神农基因,SELL,,400,4.77,6.91
2017-04-06 15:00:00,300094.XSHE,国联水产,SELL,,200,8.78,6.76
2017-04-06 15:00:00,600467.XSHG,好当家,SELL,,400,4.14,6.66
2017-04-06 15:00:00,MA1705,MA1705,BUY,CLOSE,1,2661,1.4
2017-04-06 15:00:00,600975.XSHG,新五丰,SELL,,200,8.43,6.69
2017-04-06 15:00:00,A1805,A1805,BUY,CLOSE,1,3931,2
2017-04-06 15:00:00,000713.XSHE,丰乐种业,SELL,,200,10.47,7.09
2017-04-06 15:00:00,600257.XSHG,大湖股份,SELL,,200,9.4,6.88
2017-04-06 15:00:00,300087.XSHE,荃银高科,SELL,,200,13.39,7.68
2017-04-06 15:00:00,300106.XSHE,西部牧业,BUY,,100,15.14,5
2017-04-06 15:00:00,C1705,--,SELL,OPEN,1,1634,1.2
2017-04-06 15:00:00,SR1807,SR1807,SELL,OPEN,1,6829,3
2017-04-06 15:00:00,SR1801,SR1801,SELL,OPEN,1,6800,3
2017-04-06 15:00:00,600097.XSHG,开创国际,BUY,,100,18.99,5
2017-04-06 15:00:00,SR1805,SR1805,SELL,OPEN,1,6804,3
2017-04-06 15:00:00,600506.XSHG,香梨股份,BUY,,200,22.04,5
2017-04-06 15:00:00,B1709,--,SELL,OPEN,1,3890,2
2017-04-06 15:00:00,002041.XSHE,登海种业,BUY,,100,15.21,5
2017-04-06 15:00:00,P1711,P1711,SELL,OPEN,1,5426,2.5
2017-04-07 15:00:00,C1705,--,BUY,CLOSE,1,1620,1.2
2017-04-07 15:00:00,SR1807,SR1807,BUY,CLOSE,1,6788,3
2017-04-07 15:00:00,SR1801,SR1801,BUY,CLOSE,1,6810,3
2017-04-07 15:00:00,SR1805,SR1805,BUY,CLOSE,1,6803,3
2017-04-07 15:00:00,600506.XSHG,香梨股份,SELL,,300,22.02,11.89
2017-04-07 15:00:00,FG1801,FG1801,BUY,CLOSE,1,1226,3
2017-04-07 15:00:00,P1711,P1711,BUY,CLOSE,1,5404,2.5
2017-04-07 15:00:00,FG1709,FG1709,BUY,CLOSE,1,1272,3
2017-04-07 15:00:00,002679.XSHE,福建金森,BUY,,200,33.2,5.31
2017-04-07 15:00:00,600354.XSHG,敦煌种业,BUY,,800,7.9,5.06
2017-04-07 15:00:00,002696.XSHE,百洋股份,BUY,,100,23.95,5
2017-04-07 15:00:00,P1705,P1705,SELL,OPEN,1,5756,2.5
2017-04-07 15:00:00,300511.XSHE,雪榕生物,BUY,,200,38.82,6.21
2017-04-07 15:00:00,JD1803,JD1803,SELL,OPEN,1,3620,5.43
2017-04-07 15:00:00,600371.XSHG,万向德农,BUY,,200,15.24,5
2017-04-07 15:00:00,CF1803,CF1803,SELL,OPEN,1,16155,4.3
2017-04-07 15:00:00,300189.XSHE,神农基因,BUY,,2400,4.73,9.08
2017-04-07 15:00:00,600467.XSHG,好当家,BUY,,2500,4.14,8.28
2017-04-07 15:00:00,MA1705,MA1705,SELL,OPEN,1,2684,1.4
2017-04-07 15:00:00,002041.XSHE,登海种业,BUY,,100,15.33,5
2017-04-07 15:00:00,600975.XSHG,新五丰,BUY,,1300,8.35,8.68
2017-04-07 15:00:00,002746.XSHE,仙坛股份,BUY,,100,43.62,5
2017-04-07 15:00:00,600598.XSHG,北大荒,BUY,,900,11.39,8.2
2017-04-07 15:00:00,002772.XSHE,众兴菌业,BUY,,200,17.43,5
2017-04-07 15:00:00,000592.XSHE,平潭发展,BUY,,800,6.65,5
2017-04-07 15:00:00,601118.XSHG,海南橡胶,BUY,,2700,6.9,14.9
2017-04-07 15:00:00,000713.XSHE,丰乐种业,BUY,,200,10.48,5
2017-04-07 15:00:00,600257.XSHG,大湖股份,BUY,,300,9.39,5
2017-04-07 15:00:00,300087.XSHE,荃银高科,BUY,,200,13.28,5
