,date,300106.XSHE,002321.XSHE,600265.XSHG,300498.XSHE,600540.XSHG,000998.XSHE,600097.XSHG,600313.XSHG,300143.XSHE,600467.XSHG,600975.XSHG,002069.XSHE,002772.XSHE,002086.XSHE,601118.XSHG,000713.XSHE,300087.XSHE,600965.XSHG,002447.XSHE,300313.XSHE,600354.XSHG,002234.XSHE,000735.XSHE,600371.XSHG,002200.XSHE,002458.XSHE,600108.XSHG,002746.XSHE,000592.XSHE,300094.XSHE,600257.XSHG,002477.XSHE,000798.XSHE,002041.XSHE,600598.XSHG,002679.XSHE,300189.XSHE,600359.XSHG,600506.XSHG,000711.XSHE,002714.XSHE,300511.XSHE,002696.XSHE
0,1/5/2017,0.132331804647,0.116491576716,0.163308818954,-0.0442702825669,0.00895719360402,0.0625524231659,0.261364764134,0.339242321495,0.266267977948,0.116921338059,-0.0511258696585,0.210374950675,-0.159331294346,0.286247557789,0.234213116231,0.101169234994,0.145376429987,0.107994746669,0.283833895585,0.0852204081087,0.0516720105443,-0.230935265944,0.0528424813744,0.0951378798872,0.163368727722,-0.140198083983,0.1211300618,0.247076317526,0.0289875368733,0.296636153605,-0.0397522981751,-0.117783035656,-0.0411797122848,0.0962641507806,0.0933412539446,0.561131705356,-0.0537404891333,-0.0650635933471,0.330992072521,0.39143133689,-0.0298363796571,-0.20790928503,0.216873938301
1,1/6/2017,0.139262067334,0.0882060183127,0.157604529843,-0.0545645949052,0.0127715656795,0.0532445145188,0.247399414561,0.339215722567,0.242402495264,0.105360515658,-0.128712106189,0.213918601206,-0.161724153472,0.270931262027,0.16642645645,0.0979429895123,0.139837817788,0.14736654176,0.282781817634,0.0953101798043,0.028744493975,-0.245265468401,0.0395076983755,0.0929793751904,0.131063739754,-0.177334015283,0.11522543953,0.22174397096,0.0460653668432,0.292185753142,-0.0505650948287,-0.115235263578,-0.0276834287484,0.0739719948164,0.0799005107305,0.557242418512,-0.0762066882211,-0.153405578832,0.325741634276,0.39598357196,-0.0394469770201,-0.247365755825,0.215078579827
2,1/9/2017,0.140235492895,0.0754150669589,0.154039240589,-0.0570045831694,0.00384862566129,0.0423897918829,0.233852315068,0.277016541254,0.253217908509,0.101047430194,-0.177320157094,0.204337060706,-0.171119144652,0.262194066186,0.133732337064,0.0770633481596,0.114011088634,0.159891907751,0.30258444493,0.0799499131669,0.0239532410225,-0.287894815778,0.0425596144188,0.0758345912877,0.167529539326,-0.186250834934,0.0749651694451,0.176570282853,0.0381671767781,0.288591910505,-0.0433672291151,-0.122898136323,-0.0499446765163,0.0586606762497,0.071586906664,0.582164588348,-0.11029173342,-0.141769425484,0.336849429057,0.358340296664,-0.0346891683504,-0.326543789534,0.218193046154
3,1/10/2017,0.146544894672,0.0618361487769,0.139042896835,-0.0955559927261,-0.00128617381074,-0.00693758976799,0.227703859951,0.218076584266,0.263728831429,0.00229621226035,-0.163294681739,0.204918274664,-0.169841875965,0.27575901425,0.158343558087,0.0718075340562,0.122163244149,0.179926949814,0.295334283705,0.0455919413223,0.00832842410648,-0.356760082928,0.046317975024,0.064577124469,0.161224095703,-0.277410222673,0.0745709792569,0.186156164543,0.0382754021034,0.275069212613,-0.0604604496542,-0.152778749306,-0.11528415885,0.0417971286785,0.0588146665712,0.615815061092,-0.139844754681,-0.13261185233,0.356674943939,0.369395132789,-0.0397566721882,-0.324222823782,0.212474594965
4,1/11/2017,0.101761362729,0.0175101750068,0.0844538308385,-0.0978353237296,-0.0733173020196,0.0401621066772,0.199548423867,0.221693224737,0.254892249629,-0.136219164886,-0.157247919242,0.150844891693,-0.193700812104,0.223584954985,0.139690311703,0.0220800138419,0.0903624400804,0.169026014313,0.262579110316,-0.0346855579879,-0.0435377102987,-0.424112264958,0.011851990587,0.0162899529793,0.137897500372,-0.304852253345,0.0550953260785,0.128336441484,-0.00877198607284,0.232845637121,-0.11343331153,-0.178004764435,-0.195482848406,0.0324799734848,0.0691136371413,0.520888165299,-0.164367695666,-0.233944736432,0.309373033472,0.385085572607,-0.0875815501804,-0.406286560091,0.131064659793
5,1/12/2017,0.10715357522,0.0302020032928,0.0880333494853,-0.0911803096871,-0.0554964054495,0.12036368225,0.25641472192,0.257241885595,0.256569398869,-0.105592507307,-0.11703030698,0.112991347648,-0.200845841285,0.265777237064,0.191996822317,0.0484777129874,0.119422775595,0.146670267766,0.260428571853,-0.0283706971292,0.028744493975,-0.417278057835,0.0922844588878,0.0457360093227,0.110869026183,-0.305233713992,0.0940240507013,0.227368526748,-0.0146415499929,0.315458222139,-0.0933703149865,-0.168588297913,-0.172411638962,0.128337748795,0.169754484258,0.456545341879,-0.136526901604,-0.18008941301,0.381052387438,0.386436807741,-0.0513335026664,-0.370046966135,0.147057916372
6,1/13/2017,0.0849738785337,0.0247905605801,0.109495815898,-0.097595790477,-0.0719351317927,0.0765924454814,0.272322733219,0.234708686746,0.309564783701,-0.110243678483,-0.142716302202,0.120243926334,-0.192971768918,0.28427491413,0.189411851019,0.0157483569681,0.103099055183,0.131404224192,0.230934353102,-0.0288655038021,0.0193945473068,-0.407621277125,0.0785287028423,0.0525472130471,0.089715299322,-0.318401929725,0.0839771157618,0.22820727706,-0.00292825977909,0.307303137284,-0.0897504425867,-0.16534322026,-0.142462681526,0.13427649362,0.146182510178,0.468413382422,-0.112988491393,-0.186915042133,0.456830800686,0.445115074109,-0.0494518616421,-0.303534606395,0.0485622958763
7,1/16/2017,0.0696705957061,-0.000977039647827,0.144068897927,-0.114672494202,-0.0420009239746,0.0721286330233,0.285969343345,0.205205850628,0.214880526035,-0.100962869408,-0.121360857004,0.130770231183,-0.175231921634,0.28493103908,0.177455367143,0.0238762489911,0.137470990629,0.120577481463,0.234254776739,0.00410196883402,0.0119049025063,-0.369366787936,0.0830233358117,0.0541000949204,0.107106164815,-0.300261738675,0.0832293324046,0.249674557677,-0.0115943327809,0.336032333393,-0.0840365004238,-0.170784272389,-0.121119152178,0.174043446389,0.135216123747,0.492593191639,-0.126506777688,-0.188676548676,0.528235443776,0.433671396747,-0.0645385211376,-0.340385362427,-0.0286932065685
8,1/17/2017,0.100242298294,0.00194552590549,0.148406038735,-0.117510517186,-0.0220931663167,0.0755075525081,0.292387963489,0.236094703661,0.23505633283,0.0341913647483,-0.0892311337279,0.1448427009,-0.171421071166,0.25344890081,0.151425882501,0.074240606944,0.155526970317,0.11142069236,0.252865056596,0.0345457495253,0.113758885357,-0.364655688329,0.0654572166546,0.0795706755666,0.141321483741,-0.306921478105,0.113856743487,0.23987945724,0.0,0.309480327016,-0.0468905003566,-0.137201121513,-0.0852514193865,0.189868762429,0.141530984606,0.501140318032,-0.138187204161,-0.197632519949,0.51220043065,0.390975427845,-0.0784486335397,-0.318435874135,0.0880842745116
9,1/18/2017,0.133339187419,0.0397531742772,0.151937903055,-0.142642711483,0.0140397966675,0.0835774761417,0.287989906839,0.292867094674,0.285459355378,0.0653827592629,-0.0691397035847,0.157166363657,-0.160958604259,0.245354935077,0.178605067249,0.0815331795773,0.168898536462,0.0658645083921,0.277504760533,0.0444771140051,0.158683550847,-0.38711596944,0.118110743344,0.107846533097,0.13616018906,-0.312991005077,0.145499683248,0.217357206954,0.0523828169213,0.402992918963,-0.0584236922434,-0.137452966278,-0.0811609633115,0.200891726573,0.173808279473,0.526093095897,-0.128183786298,-0.159372623808,0.505345219571,0.383274699634,-0.0844911971999,-0.347143497673,0.116703704737
