date,300106.XSHE,002321.XSHE,600265.XSHG,300498.XSHE,600540.XSHG,000998.XSHE,600097.XSHG,600313.XSHG,300143.XSHE,600467.XSHG,600975.XSHG,002069.XSHE,002772.XSHE,002086.XSHE,601118.XSHG,000713.XSHE,300087.XSHE,600965.XSHG,002447.XSHE,300313.XSHE,600354.XSHG,002234.XSHE,000735.XSHE,600371.XSHG,002200.XSHE,002458.XSHE,600108.XSHG,002746.XSHE,000592.XSHE,300094.XSHE,600257.XSHG,002477.XSHE,000798.XSHE,002041.XSHE,600598.XSHG,002679.XSHE,300189.XSHE,600359.XSHG,600506.XSHG,000711.XSHE,002714.XSHE,300511.XSHE,002696.XSHE
3/30/2017,16.52,9.92,33.98,32.73,9.65,20.8,19.17,6.06,25.14,4.05,8.19,11.48,17.34,10.37,6.91,10.22,12.97,13.31,10.25,19.3,7.81,17.29,7.02,15.05,25.45,27.82,5.24,42.5,6.6,8.2,9.27,4.7,11.85,14.78,11.23,33.4,4.7,10.9,23.07,15.3804,27.7,38.28,21.9
3/31/2017,15.5,9.99,33.98,32.86,8.76,20.75,18.6,6.08,26.7,4.07,8.2,11.48,17.69,10.45,6.9,10.22,13,13.25,10.24,19.7,7.83,17.28,6.95,14.9,25.5,27.92,5.23,43.4,6.68,8.35,9.27,4.72,11.78,14.87,11.28,33.36,4.7,10.37,22.2,15.3355,27.2,38.69,22.7
4/5/2017,15.16,10.08,33.98,33.17,9.09,21.1,18.71,6.05,26.92,4.15,8.38,11.51,18.25,10.49,7.05,10.38,13.33,14.03,10.51,19.97,7.95,17.46,7.03,15.29,26.49,28.09,5.3,43.89,6.79,8.61,9.39,5.19,11.95,15.3,11.4,33.8,4.77,10.24,22.19,16.5317,27.38,39.5,23.7
4/6/2017,15.14,10.01,33.98,33.56,9.1,21.22,18.99,6.06,26.66,4.14,8.43,11.47,18,10.41,7.03,10.47,13.39,13.45,10.41,19.98,7.98,18.13,7.04,15.39,26.63,29.11,5.29,44.46,6.74,8.78,9.4,5.71,11.98,15.21,11.39,33.53,4.77,10.28,22.04,16.5317,27.77,39.53,24.92
4/7/2017,14.96,9.89,33.98,33.19,8.86,21.34,18.71,5.99,26.75,4.14,8.35,11.4,17.43,10.36,6.9,10.48,13.28,13.54,10.6,20.17,7.9,17.84,7.03,15.24,26.51,28.66,5.31,43.62,6.65,8.81,9.39,5.54,11.85,15.33,11.39,33.2,4.73,9.95,22.02,16.5317,27.51,38.82,23.95
4/10/2017,14.25,9.89,35.68,32.8,8.59,21.66,18.16,5.92,25.53,4.12,8.24,11.25,16.27,10.32,6.71,10.25,13.51,14.89,10.44,19.24,7.77,17.41,6.86,14.83,26.12,27.44,5.29,40.01,6.43,8.8,9.41,5.95,12.16,15.1,11.26,30.65,4.73,9.64,21.17,16.5317,26.68,36.75,22.98
4/11/2017,14.29,9.8,36.2,33.15,8.53,21.43,17.66,5.84,25.52,4.16,8.28,10.94,16.51,10.39,6.75,10.3,13.4,15.4,9.81,19,7.77,17.52,6.89,14.92,27.39,27.52,5.29,40.68,6.44,8.55,9.36,6.14,11.95,15.3,11.37,30.8,4.73,9.71,20.84,16.5317,27,37.51,23.38
4/12/2017,14.05,9.75,36.06,32.85,8.25,21.25,17.44,5.81,25.66,4.14,8.23,10.81,16.45,10.36,6.75,10.23,13.4,14.14,10.05,18.8,7.78,17.24,6.96,14.74,26.66,27.07,5.35,40.12,6.69,8.6,9.26,5.54,11.67,15.25,11.54,33.1,4.67,9.6,20.01,16.5317,26.96,36.85,22.7
4/13/2017,14.16,9.74,36.04,32.77,8.32,21.8,17.74,5.79,25.69,4.16,8.26,10.71,16.91,10.37,6.75,10.23,13.4,14.43,9.76,19.01,7.72,17.23,6.7,14.8,26.44,27.16,5.35,40.43,6.61,8.79,9.3,6.09,11.71,15.32,11.52,36.41,4.68,9.63,20.17,16.5317,26.79,36.99,22.67
4/14/2017,13.79,9.47,35.96,32.8,7.87,21.55,17.64,5.79,25.73,4.09,8.18,10.4,16.5,10.27,6.66,10.07,13.1,13.87,9.67,18.34,7.49,17.1,6.68,14.47,25.74,27.08,5.34,39.94,6.4,8.57,9,5.84,11.25,15.07,11.28,35.6,4.6,9.34,20.22,16.5317,27.05,36.93,21.65
4/17/2017,13.54,9.64,35.69,32.07,7.45,21.26,17.64,5.71,26.38,4.06,8.13,10.45,16.45,10.3,6.62,9.67,13.26,13.17,9.46,18.27,7.24,16.57,6.55,14.16,25.5,26.18,5.33,39.03,6.26,8.36,8.8,5.77,11.33,14.89,11.21,32.04,4.44,9.34,18.99,15.505,26.3,35.5,20.87
4/18/2017,13.49,9.67,34.71,31.73,7.54,21.27,17.64,5.7,26.03,4.02,8.01,10.3,15.45,10.3,6.55,9.52,13.4,13.08,9.44,17.69,7.08,15.17,6.51,13.8,25.31,25.45,5.28,38.56,6.2,8.11,8.43,5.57,11.05,14.87,11.02,28.84,4.33,9.32,19.46,14.89,26.5,35.08,20.41
4/19/2017,12.93,9.74,34.3,31.51,6.91,21.14,17.64,5.58,25.83,3.92,7.87,10.35,14.79,10.28,6.23,9.31,13.46,13.64,9.21,17.1,6.88,14.72,6.46,13.26,25.24,23.97,5.08,37.4,6.05,7.87,8.29,5.49,10.66,14.58,10.8,27.05,4.22,8.9,19.5,14.3,26.62,35.23,19.9
4/20/2017,12.58,10.36,34.14,31.58,7.03,21.63,17.64,5.41,25.42,3.89,7.67,10.25,14.65,10.26,6.15,9.26,13.63,13.39,9.11,16.7,6.79,14.97,6.5,13.06,25.42,24.1,5.04,37.66,6.09,7.85,8.25,5.18,10.69,14.23,10.8,25.59,4.18,8.75,19.5,15.3,26.77,34.52,19.67
4/21/2017,12.33,10.4,34.28,31.6,6.9,20.99,17.64,4.92,24.19,3.84,7.89,10.11,14.65,10.26,6.07,9.24,13.2,13.3,9.12,16.98,6.71,14.67,6.5,13.16,25.14,23.52,4.96,37.12,6.05,7.83,8.19,5.12,10.63,14.25,10.78,25.31,4.22,8.75,19.08,16.22,27.45,34.48,19.6
4/24/2017,11.8,10.24,33.18,31.48,6.45,21.05,18.07,5.41,22.77,3.67,7.67,9.84,13.99,10.06,5.75,8.86,13.38,13.07,8.88,16.87,6.51,13.7,6.26,12.37,24.49,22.56,4.82,35.56,5.73,7.55,8.01,5.05,10.04,13.93,10.49,23.08,4.03,7.88,17.37,15.89,26.25,33.35,18.59
