Date,Price,Return
2016-11-24,2527.82,-0.001348079
2016-11-25,2546,0.007166229
2016-11-28,2568.42,0.008767424
2016-11-29,2580.9,0.004847251
2016-11-30,2563.97,-0.006581337
2016-12-01,2569.15,0.002018266
2016-12-02,2546.97,-0.008670688
2016-12-05,2525.72,-0.008378247
2016-12-06,2530.12,0.001740562
2016-12-07,2543.78,0.005384431
2016-12-08,2551.17,0.002900914
2016-12-09,2550.67,-0.000196008
2016-12-12,2496.96,-0.021282078
2016-12-13,2503.05,0.002435996
2016-12-14,2490.75,-0.004926118
2016-12-15,2447.01,-0.017716999
2016-12-16,2439.84,-0.002934408
2016-12-19,2428.81,-0.004531038
2016-12-20,2416.61,-0.005035694
2016-12-21,2432.57,0.00658258
2016-12-22,2418.86,-0.005651957
2016-12-23,2406.44,-0.005147878
2016-12-26,2411.52,0.002108777
2016-12-27,2412.2,0.00028194
2016-12-28,2418.3,0.00252562
2016-12-29,2421.25,0.001219122
2016-12-30,2434.9,0.005621752
2017-01-03,2451.63,0.006847422
2017-01-04,2469.18,0.007133002
2017-01-05,2505.76,0.01470597
2017-01-06,2490.61,-0.006064421
2017-01-09,2500.51,0.003967051
2017-01-10,2512.12,0.004632307
2017-01-11,2509.97,-0.000856217
2017-01-12,2500.97,-0.003592144
2017-01-13,2505.81,0.001933379
2017-01-16,2492.54,-0.005309765
2017-01-17,2507.27,0.005892241
2017-01-18,2529.35,0.008767841
2017-01-19,2515.76,-0.005387408
2017-01-20,2518.33,0.001021039
2017-01-23,2535.07,0.006625267
2017-01-24,2544.01,0.003520326
2017-01-25,2550.51,0.002551763
2017-01-26,2566.95,0.006425085
2017-01-27,2561.4,-0.00216444
2017-01-30,2560.1,-0.000507664
2017-01-31,2560.46,0.00014061
2017-02-01,2560.57,4.30E-05
2017-02-03,2546.95,-0.005333325
2017-02-06,2566.55,0.00766602
2017-02-07,2560.81,-0.00223897
2017-02-08,2577.63,0.006546757
2017-02-09,2593.31,0.00606468
2017-02-10,2598.15,0.001864601
2017-02-13,2620.63,0.008615094
2017-02-14,2618.01,-0.00100026
2017-02-15,2624.34,0.002414949
2017-02-16,2644.24,0.007554254
2017-02-17,2624.12,-0.007638088
2017-02-20,2651.06,0.010213958
2017-02-21,2653.7,0.000995333
2017-02-22,2677.95,0.009096684
2017-02-23,2668.35,-0.003591273
2017-02-24,2654.32,-0.005271802
2017-02-27,2637.95,-0.006186401
2017-02-28,2635.68,-0.000860887
2017-03-01,2638.01,0.000883632
2017-03-02,2624.42,-0.005164926
2017-03-03,2613.94,-0.004001258
2017-03-06,2623.44,0.003627772
2017-03-07,2630.85,0.002820554
2017-03-08,2632.76,0.000725738
2017-03-09,2606.94,-0.009855606
2017-03-10,2608.65,0.000655726
,,
,,
,,
,,
